276.10894298981407,-127.58581320548753
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
451.58405454806854,-291.2361211683904
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
451.58405454806854,-291.2361211683904
461.63973235849375,-299.87528272305514
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
451.58405454806854,-291.2361211683904
461.63973235849375,-299.87528272305514
469.19394530773616,-301.66739029352004
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
451.58405454806854,-291.2361211683904
461.63973235849375,-299.87528272305514
469.19394530773616,-301.66739029352004
477.37349323238794,-298.8795650886783
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
337.2110903115027,-175.64781085256683
355.5497663882734,-190.0959096231634
373.6838993415522,-204.82561472406374
391.77123196824857,-219.63764073635406
407.97181090440404,-236.44403840301595
422.19503010733115,-254.97077135045168
436.7772694225042,-273.21790750582375
451.58405454806854,-291.2361211683904
461.63973235849375,-299.87528272305514
469.19394530773616,-301.66739029352004
477.37349323238794,-298.8795650886783
481.1244912607491,-285.35514205740975
276.10894298981407,-127.58581320548753
281.8032109130483,-132.65624760115784
300.65830909689066,-146.55030208049962
318.8967891816568,-161.16184192022072
